idx,name,source,text,n_tokens,n_valid,mean_delta,mean_sigma,A_marginal,A_joint,A_cov,pearson_rho,signature
31625,gwendolyn rutten,REF,"gwendolyn angeline albert maria rutten -lrb- born 26 june 1975 -rrb- is a belgian politician .
she is a member of the flemish liberal party .
at the moment she is a federal representative and the chairwoman of open vld since 2012 .
rutten was born in hasselt , and read law and international politics at the catholic university of leuven .
she is also city councillor in aarschot since 1 january 2007 , and `` schepen '' since 1 january 2013 .",144,101,0.512329,3.857562,1.976339,2.145223,0.168884,0.329194,ALIGNED
31625,gwendolyn rutten,GEN,Gwendolyn rutten is a 21-year-old college student who is currently pursuing a degree in communication. She is a passionate writer and has been writing since she was a young child. Gwendolyn is also a musician and plays the guitar and piano. She is a member of the National Honor Society and has been on the honor roll every semester. Gwendolyn is a kind and compassionate person who loves to help others. She is a strong advocate for social justice and has participated in protests and marches. Gwend,200,110,0.513013,2.641917,1.355336,1.357218,0.001882,0.008251,MIXED
69596,dipl.-ing . paul drekmann,REF,"dipl.-ing .
johann paul friedrich drekmann -lrb- 13 november 1893 -- 9 march 1960 -rrb- was a highly decorated generalleutnant in the wehrmacht during world war ii .
he was also a recipient of the knight 's cross of the iron cross .
the knight 's cross of the iron cross was awarded to recognise extreme battlefield bravery or successful military leadership .
paul drekmann was captured by british troops in may 1945 and was held until 1947 .",135,78,0.532612,3.684124,1.962209,2.091213,0.129003,0.348856,ALIGNED
69596,dipl.-ing . paul drekmann,GEN,"Paul Drekmann was born in the beautiful and remote area of the Northern Rhine-Westphalia in Germany in September 1962 as the son of a blacksmith and a secretary.

He grew up in the small town of Olpe with his elder sister. After finishing school, Paul Drekmann studied Germanistics, sociology and political science at the universities of Cologne and Bielefeld in Germany.

He worked in a bookshop and in a small publishing house in Cologne.

In 1986 he moved to the capital of Germany, Berlin, where ",198,147,0.508651,3.786736,1.926128,1.974051,0.047923,0.109782,MIXED
57237,moe brooker,REF,"moe brooker -lrb- born 1940 -rrb- is american artist .
working in painting and fabrics , brooker employs bright colors such as `` saturated pinks , mellow yellows and lime greens -lrb- that -rrb- are feasts for the eyes , '' as well as stripes and checked patterns .
he is nationally known and has received a number of awards and honors , including the james van der zee lifetime achievement award .",111,84,0.525732,4.74059,2.492279,2.660265,0.167986,0.358527,ALIGNED
57237,moe brooker,GEN,"Moe Brooker was born in Philadelphia, Pennsylvania, and is a graduate of the Pennsylvania Academy of Fine Arts (1963) where he was awarded the Cresson Traveling Scholarship (1964-65). He has also studied at the Kunstgewerbeschule in Basel, Switzerland; the Academia di Belle Arti di Bologna, Italy; and the Accademia Nazionale di Belle Arti di Firenze, Italy.

Brooker has taught at the University of Pennsylvania, Tyler School of Art, and Pratt Institute, among other institutions. In 1966 he founde",200,136,0.488368,3.212305,1.568786,1.606165,0.037379,0.117928,MIXED
8658,blood for blood,REF,"blood for blood is a hardcore punk band from boston , massachusetts that formed in 1994 by erick `` buddha '' medina & rob lind , drawing inspiration from the hardcore scene in boston and new york .
in 1997 they were signed to victory records .
the band describes their sound as influenced by sheer terror , breakdown , carnivore , and raw deal .
in 2012 , vocalist erick medina was kicked out of the band due to sex crime allegations .",117,89,0.567742,4.492576,2.550624,2.661368,0.110744,0.211426,ALIGNED
8658,blood for blood,GEN,"Blood for Blood

The novel Blood for Blood is a young adult novel by the author Tonya Hurley. It was first published in 2008 and it is the first book of the Ghostgirl series. The book has been praised for its unique take on the supernatural genre, and it has been compared to other popular young adult novels such as Twilight and The Hunger Games.

The story follows a teenage girl named Justina, who is killed in a car accident and becomes a ghost. Justina is able to communicate with the living thr",201,121,0.512637,2.918303,1.49603,1.50395,0.00792,0.024259,MIXED
26240,david griffiths,REF,"david griffiths -lrb- 20 december 1792 -- 21 march 1863 -rrb- , was a welsh christian missionary and translator in madagascar .
he translated the bible and other books into the malagasy language .
the malagasy bible of 1835 was among the first bibles to be printed in an african language .",96,67,0.52225,4.260854,2.22523,2.432104,0.206875,0.375341,ALIGNED
26240,david griffiths,GEN,"David Griffiths is a British professional footballer who plays as a centre half for the English Premier League club Manchester City.

He began his career at Manchester United, where he played for the club’s youth team and reserve team before making his first team debut in 2012.

He made his international debut for England in 2013, and has since gone on to make over 20 appearances for the national team.

Griffiths has been praised for his physicality and aerial ability, and is considered one of t",198,103,0.470158,2.535659,1.192161,1.181346,-0.010815,-0.042271,MIXED
64439,reg pugh,REF,"reginald `` reg '' pugh -lrb- born 28 july 1917 in aberaman -rrb- is a welsh former professional footballer .
pugh began his career at his hometown club aberaman athletic before joining cardiff city shortly after .
he made his debut in october 1934 in a 3-1 win over watford , becoming one of the clubs youngest ever debutants at the age of seventeen .
the following season he was ever present in a side that struggled to avoid relegation .
following the outbreak of world war ii he played several ti",173,122,0.501526,3.788171,1.899866,2.022046,0.12218,0.33293,ALIGNED
64439,reg pugh,GEN,"Reg Pugh

Reg Pugh was born in 1911 in Sydney, Australia, and died in 1997 in Sydney. He was an Australian artist who is best known for his paintings of Australian landscapes and Aboriginal subjects. Pugh was primarily a watercolorist, but he also worked in oils and other media.

Pugh’s work is characterized by its strong sense of color and its evocative depictions of the Australian landscape. His paintings often feature scenes from Australian history, such as the first contact between European ",200,122,0.498941,2.647142,1.320768,1.356398,0.03563,0.130737,MIXED
44036,herbert rittberger,REF,"herbert rittberger -lrb- born may 16 , 1949 -rrb- was a former grand prix motorcycle road racer from germany .
his best years were in 1974 , when he finished second to henk van kessel in the 50cc world championship , and 1976 when he again finished second in the 50cc world championship , this time to angel nieto .
rittberger won four grand prix races during his career .",112,80,0.477069,3.529878,1.683996,1.777335,0.093339,0.225247,MIXED
44036,herbert rittberger,GEN,"Herbert Rittberger (born 1860; died 1933) was a German painter and illustrator.

He was born in Coburg (today in Bavaria, Germany). His father was a teacher of drawing and painting.

Rittberger studied at the Academy of Fine Arts in Munich. He made his debut on the art market in 1883 with a painting of a woman in a boat.

He became famous for his paintings of children and was considered one of the best painters of children in Germany.

He became head of the department of painting at the Dresden ",183,132,0.515323,3.261756,1.680858,1.772415,0.091557,0.276507,MIXED
11693,jean bernard djambou,REF,"jean bernard djambou -lrb- born 11 may 1947 -rrb- is a former cameroonian cyclist .
he competed in the individual road race and team time trial events at the 1972 summer olympics .",61,36,0.526898,4.30332,2.267412,2.513335,0.245923,0.519023,ALIGNED
11693,jean bernard djambou,GEN,"Jean Bernard Djambou was born in Maroua, Cameroon. He began singing at the age of four, in the Church choir, where he became a soloist in the choir of the Cathedral of the Holy Trinity. He left Cameroon to study at the Conservatory of Music in Paris, France, where he graduated with a diploma in jazz-blues guitar.

He began his musical career in 1969, where he was a member of the band Les Chocs-Laits with Jean Michel, then Les Soda Stars, which had a hit record in 1972 called “Bénam”.

In 1974, h",198,152,0.48781,4.148658,2.023757,2.156266,0.13251,0.325409,ALIGNED
3170,shin hyun-joon,REF,"shin hyun joon -lrb- born april 9 , 1983 in south korea -rrb- is a south korean footballer who currently plays for putrajaya spa f.c. .",51,35,0.519868,4.012122,2.085775,2.232199,0.146423,0.311066,ALIGNED
3170,shin hyun-joon,GEN,"Shin Hyun-joon was born in 1968 in South Korea. He is a well-known actor, singer, and model. He is known for his roles in many popular television dramas and films. He has also been nominated for several awards, including the Golden Globe Award for Best Actor in a Television Series.

Hyun-joon began his career as a singer. He released his first album, “The Greatest Love,” in 1997. He has since released several more albums, including “The Love of a Princess” (1999), “The Secret Garden” (2000), and",198,104,0.505487,2.915669,1.473832,1.496104,0.022271,0.073294,MIXED
55435,catherine campbell,REF,"catherine `` kay '' campbell -lrb- august 12 , 1904 -- may 27 , 1985 -rrb- was an american actress .",42,33,0.48035,4.272147,2.052124,2.24819,0.196066,0.404801,ALIGNED
55435,catherine campbell,GEN,"Catherine Campbell
Catherine Campbell was born in Dublin in 1811. She was the eldest daughter of a wealthy family. Her mother was Elizabeth Campbell and her father was Archibald Campbell. She was a well educated person with an interest in literature, music and art. In 1834, Catherine married Captain Robert Trench. They had no children.
Catherine had a great love for art and literature. She was one of the first people to promote the art of the Irish poet William Butler Yeats by introducing him to",201,145,0.476564,3.580473,1.706323,1.729285,0.022962,0.074108,MIXED
2320,gordon metcalfe duncan,REF,lieutenant gordon metcalfe duncan -lrb- 25 march 1899 -- 7 december 1941 -rrb- was a scottish flying ace of the royal flying corps in world war i.,51,39,0.525456,4.429424,2.327469,2.515939,0.18847,0.410656,ALIGNED
2320,gordon metcalfe duncan,GEN,"Gordon Metcalfe Duncan
Gordon Metcalfe Duncan was born in 1867 in Glasgow. He was the son of John Duncan and Janet Metcalfe. He had two siblings and was the only one to survive to adulthood. His parents were both from wealthy families. His father was a wealthy merchant and his mother came from a family of aristocratic lawyers. After the death of his father in 1875, his mother remarried and moved the family to London. At the age of 15, he entered the Royal Military College at Sandhurst. This was ",201,149,0.478586,3.325565,1.591567,1.592411,0.000844,0.003057,MIXED
40253,raphael bob-waksberg,REF,"raphael bob-waksberg -lrb- born august 17 , 1984 -rrb- is a jewish-american comedian , writer , producer , and actor .
he is best known as the creator and showrunner of the netflix original series `` bojack horseman '' .
he also performs various voices on the show , including a corgi lady and the intern tree frog character of `` charley witherspoon '' aka `` charley the intern '' .
as a member of the olde english comedy troupe he co-wrote and appeared in `` the exquisite corpse project '' .
he h",222,161,0.46994,3.938428,1.850823,1.957308,0.106484,0.223277,ALIGNED
40253,raphael bob-waksberg,GEN,"Raphael Bob-Waksberg is an American comedian, writer, and producer. He is best known for creating and writing the adult animated television series BoJack Horseman.

Bob-Waksberg was born in Los Angeles, California, to a Jewish family. His father is a comedian and his mother is a teacher. He attended the University of California, Berkeley, where he majored in English literature. After graduation, he worked as a stand-up comedian in Los Angeles.

In 2014, Bob-Waksberg created and wrote the animate",200,87,0.548351,2.378348,1.304169,1.334506,0.030337,0.128742,MIXED
34385,mohamed henedy محمد هندي,REF,"mohamed henedy -lrb- -rrb- is an egyptian comedy actor born in giza , egypt on 15 february 1962 and has gained a cinematic bachelor 's degree .
mohamed henedi started his career in 1991 in short appearances in theaters and cinemas , and achieved huge success in his two films `` esma'eleya rayeh gaii '' and `` sa'ede fel gam ' a al amrekya '' .
he later starred in the movies `` hamam fi amesterdam '' , `` belya we demagho el alya '' , `` saheb sahbo '' and `` andalib el dokki '' .
mohamed henedi ",298,233,0.435683,4.499987,1.960568,1.947391,-0.013177,-0.027293,MIXED
34385,mohamed henedy محمد هندي,GEN,"Mohamed Henedy, born 1954 in Upper Egypt, is a writer, poet, and author of 36 books. He graduated from Ain Shams University in 1976. He won a number of literary awards, including the State Award for Literature in 1982, the State Award for Youth and Sports in 1986, and the State Award for Social Sciences in 1989. He was a professor at Ain Shams University from 1993 to 2010. He is a current professor at the University of Cairo, and a member of the Egyptian Academy of Arts and Sciences.

Henedy’s w",200,132,0.453269,3.343217,1.515378,1.550736,0.035358,0.145016,MIXED
720,roger leir,REF,"roger k. leir , d.p.m. , -lrb- 1934 -- 2014 -rrb- was a podiatric surgeon and ufologist best known as an investigator of alien implants .
leir appeared frequently on television and talk radio programs devoted to ufology .",72,53,0.533676,4.334663,2.313305,2.533912,0.220607,0.451803,ALIGNED
720,roger leir,GEN,"Roger Leir

Roger Leir was an American surgeon who had a strong interest in UFOs and extraterrestrial life. He is best known for his work on implants, which he believed were inserted into people by aliens.

Leir was born in 1934 in New York City. He graduated from the University of Cincinnati College of Medicine in 1961 and later earned a medical degree from the University of Southwestern Louisiana. He worked as a surgeon at the VA hospital in Baton Rouge, Louisiana until 1992, when he retired a",202,110,0.548156,2.739424,1.501632,1.493007,-0.008624,-0.032944,MIXED
16940,viktor lopatyonok,REF,"viktor sergeyevich lopatyonok -lrb- born february 18 , 1984 -rrb- is a retired russian footballer .",41,33,0.524359,3.97133,2.082403,2.249644,0.167241,0.375257,ALIGNED
16940,viktor lopatyonok,GEN,"Viktor Lopatyonok is a Ukrainian artist who was born in 1954 in the city of Cherkasy.
He graduated from the Kiev State Art Institute in 1976.
The artist has been a member of the Union of Artists of Ukraine since 1981.
Viktor Lopatyonok is one of the leading artists of the Ukrainian School of Impressionism. He paints in the open air, at the moment of inspiration.

The artist is a participant of many national and international exhibitions.

Viktor Lopatyonok is a winner of many awards, including t",199,124,0.476947,3.540771,1.68876,1.771755,0.082995,0.240176,MIXED
68118,jack randle,REF,"jack randle -lrb- 23 august 1902 -- may 1990 -rrb- was an english professional footballer who played as a left back .
born in bedworth , warwickshire , randle worked as a coal miner before joining coventry city , for whom he played nearly 150 league matches .
he went on to play more than 100 football league first division matches for birmingham in a six-year career , during the second half of which he was mainly used as cover for george liddell .
he later played for southend united , bournemouth",165,116,0.494759,3.578585,1.770538,1.966775,0.196237,0.488868,ALIGNED
68118,jack randle,GEN,"Jack Randle was born in 1899 and was an Australian rules footballer who played for the Carlton Football Club in the Victorian Football League (VFL). He played 15 games for the club and kicked 14 goals. He also played for the Carlton Football Club in the Victorian Football League (VFL).

Jack Randle was an Australian rules footballer who played for the Carlton Football Club in the Victorian Football League (VFL). He was born in 1899 and played 15 games for the club, kicking 14 goals. He also play",200,67,0.491468,2.782565,1.367541,1.378428,0.010887,0.038487,MIXED
8558,deniz koyu,REF,"deniz koyu -lrb- born as deniz akcakoyunlu in bochum , germany -rrb- is a turkish/german dj and electronic dance music producer who specializes in progressive house and electro house .
he has received worldwide support from acclaimed djs such as avicii , swedish house mafia , tiësto , dada life and fedde le grand and was named an edm artist to watch in 2012 by mtv .
getting into edm -lrb- at age 18 -rrb- , he previously enjoyed pop music and indie pop .
he lists daft punk , disco house and later",178,126,0.514664,4.215439,2.169534,2.281776,0.112242,0.273809,ALIGNED
8558,deniz koyu,GEN,"Deniz Koyu is a Turkish DJ and record producer. He was born on October 28, 1989, in Istanbul, Turkey, and began his music career at the age of 14. Koyu is well known for his progressive house music that has been featured on major record labels such as Spinnin' Records and Ultra Records. Koyu has released several successful singles and remixes, including ""Tung"", ""Bongo"", and ""Follow You"".

Koyu's career began when he was 14 years old, and he started producing music at home. At the age of 17, he s",200,113,0.512141,2.588462,1.325658,1.363165,0.037506,0.172129,MIXED
18240,"jonathan david stack -lrb- born june 2 , 1957 -rrb-",REF,"jonathan david stack -lrb- born june 2 , 1957 -rrb- is an american documentary filmmaker .",32,28,0.494368,4.699385,2.323226,2.502485,0.179258,0.312522,ALIGNED
18240,"jonathan david stack -lrb- born june 2 , 1957 -rrb-",GEN,"Jonathan David Stack is the son of William Stack and Jeanne (née Kerr).

He is a television producer and director.

Stack is the President of Entertainment for Nickelodeon and Nick at Nite.

He is also the Chairman of Nickelodeon's International division.

Stack began his career at Hanna-Barbera, where he produced such shows as Captain Caveman and the Teen Angels and Jabberjaw.

He joined the Walt Disney Company in 1978, becoming a producer on such series as The Fox and the Hound, The Mouse and ",197,125,0.548528,3.972685,2.179131,2.245483,0.066352,0.157773,MIXED
5749,george olesen,REF,"george olesen -lrb- december 6 , 1924 -- october 15 , 2013 -rrb- was an american comic book artist , best known for his work as a penciller on popular comic strip `` the phantom '' .
he worked with the character for around forty years , although he did not get any official credit for it until penciller sy barry retired and keith williams took over as the new inker .
olesen also illustrated a few phantom stories for the scandinavian phantom comics , which he both pencilled and inked .
during worl",264,189,0.502843,3.728841,1.875022,1.949058,0.074037,0.190308,MIXED
5749,george olesen,GEN,"George Olesen was born in 1899 in the United States. He was a well-known and influential Danish American artist. He was a prominent member of the American Abstract Expressionist movement and a leading figure of the Color Field Painting. His work was largely characterized by the use of color, texture, and geometric forms.

Olesen attended the Cranbrook Academy of Art in Michigan, the Art Institute of Chicago, the Art Students League of New York, and the Beaux-Arts Institute of Design in New York ",198,125,0.486353,3.214529,1.563396,1.55076,-0.012636,-0.040883,MIXED
40132,carletes,REF,"carlos martínez arribas -lrb- born 26 may 1988 in albacete , castile-la mancha -rrb- , aka carletes , is a spanish footballer who plays as a forward .",57,45,0.48738,3.556506,1.733371,1.983914,0.250543,0.518732,ALIGNED
40132,carletes,GEN,"Carletes

Carletes (Carletes Tyrone Johnson, 1962 -) is an American musician, songwriter, and record producer. At age 16, he formed his first band, the T-Birds. The T-Birds recorded several albums with Carletes as the lead singer and songwriter. During 1983 and 1984, the band toured extensively, including an appearance on the MTV television program, Video Hits.

In 1985, Carletes wrote and recorded the solo hit “Song for You” which reached number one on the Billboard Hot 100. He also wrote and p",200,150,0.514604,3.616037,1.860826,1.993983,0.133157,0.331433,ALIGNED
70685,siamak koohnavard,REF,siamak koohnavard -lrb- ; born 21 july 1984 -rrb- is an iranian football player who currently plays for rah ahan of the iran pro league .,49,35,0.528861,4.337608,2.293993,2.381698,0.087705,0.172875,MIXED
70685,siamak koohnavard,GEN,"Siamak Koohnavard

Siamak Koohnavard is a freelance writer, entrepreneur, and marketer. He is currently the co-founder of The Content Shop. Siamak is also a part-time content writer who writes about business, marketing, and technology.

Siamak is an entrepreneur who has been working in the digital marketing industry for over 10 years. He has worked with companies such as Hootsuite, Google, and Microsoft. Siamak is also a co-founder of The Content Shop.

Siamak has also written for publications s",200,115,0.509472,3.405157,1.734834,1.812947,0.078113,0.201553,MIXED
42657,sarkis erganian Սարգիս Էրկանեան,REF,"sarkis erganian -lrb- born trabzon , ottoman turkey 1870 - died st. louis , missouri 1950 -rrb- was an ottoman armenian painter .",50,38,0.508243,4.564628,2.319943,2.439808,0.119865,0.254685,ALIGNED
42657,sarkis erganian Սարգիս Էրկանեան,GEN,"Sarkis Erganian was born in Van in 1879 and studied in a local school. In 1902 he was sent to the Armenian College in Constantinople, where he studied for three years. In 1904 he was sent to study in the Mekhitarist Seminary in Venice and graduated with a degree in Philosophy. In 1911 he was ordained as a priest and in 1913 finished his Master’s degree.

In 1914 he was appointed as a teacher in the Armenian College in Constantinople and was in charge of the Armenian school in the district of Usk",197,136,0.500495,3.478459,1.740952,1.754371,0.01342,0.04216,MIXED
37814,joan massagué,REF,"joan massagué solé -lrb- barcelona , april 30 , 1953 -rrb- , is a spanish scientist .
he is the director of the sloan-kettering institute and chair of the cancer biology and genetics program at memorial sloan-kettering cancer center .
an internationally recognized leader in the study of both cancer metastasis and growth factors that regulate cell behavior , he is also a professor at the weill cornell graduate school of medical sciences and a member of the national academy of sciences .",126,82,0.465311,3.896378,1.813029,1.957876,0.144847,0.342529,ALIGNED
37814,joan massagué,GEN,"Joan Massagué was born on July 29, 1953, in Barcelona, Spain. He completed his high school in 1971 and graduated from the University of Barcelona in 1976 with a doctorate in medicine.

After completing his graduation, he attended the University of Barcelona and was appointed as an assistant professor in the Department of Medical Oncology. He was also appointed as an assistant professor in the Department of Medical Oncology at the University of Barcelona.

After completing his graduation, he atte",201,99,0.434703,2.898641,1.260048,1.29494,0.034892,0.142155,MIXED
7827,murugesapillai koneswary,REF,"murugesapillai koneswary or koneswary murugesapillai was a minority sri lankan tamil woman who was raped and killed on 17 may 1997 as part of the ongoing sri lankan civil war .
the rape and murder received extensive local and international attention .",73,50,0.463393,4.003986,1.85542,1.987201,0.13178,0.303952,ALIGNED
7827,murugesapillai koneswary,GEN,"Koneswary Murugesapillai

Koneswary Murugesapillai, 45, is a wife and mother of two sons. She was born in the estate of Colombo 14, at Ratmalana, Sri Lanka. She was born as the youngest of three children. She studied at the St. Joseph’s Convent, Colombo 14. She is currently a teacher at her alma mater, St. Joseph’s Convent. She has been teaching for 12 years. She has taught grades 7 and 8. She is also a school prefect. She is also a very talented and creative person, who loves to write short sto",200,159,0.475795,3.712893,1.766577,1.785224,0.018647,0.057148,MIXED
37719,dmitry kramkov,REF,"dmitry o. kramkov -lrb- -rrb- is a russian mathematician at carnegie mellon university .
his research field are statistics and financial mathematics .
kramkov obtained his doctorate from steklov institute of mathematics in 1992 , under supervision of albert shiryaev .
in 1996 he was awarded an ems prize for his work in filtered statistical experiments .",101,73,0.561997,4.000242,2.248122,2.371169,0.123047,0.273999,ALIGNED
37719,dmitry kramkov,GEN,"Dmitry Kramkov, the Russian-born American writer, poet, and translator, graduated from the Moscow State Institute of Foreign Languages in 1962 and from the Moscow State University in 1965. He has published two volumes of poetry in Russian, one of which (In the Shadow of the Cathedral) was reprinted in 1990. His Russian poetry has been translated into English, Spanish, French, German, Italian, Greek, and Russian.

Dmitry Kramkov was born in Russia. He is a poet, writer, and translator. He has pub",200,114,0.463596,3.50924,1.626871,1.659054,0.032183,0.086196,MIXED
34135,peter alfred gross,REF,"peter alfred gross -lrb- 1849 -- 1914 -rrb- was an american landscape painter known primarily for his french seascapes and countrysides .
gross was born in allentown , pennsylvania , in the lehigh valley region of the united states .
most of his career -lrb- 1874 -- 1914 -rrb- was spent living and painting in france , where he also studied with edmond marie petitjean .
he exhibited at the paris salon and at the pennsylvania academy of the fine arts .
notable students of gross included arlington ",161,115,0.509141,4.049398,2.061715,2.269559,0.207843,0.47171,ALIGNED
34135,peter alfred gross,GEN,"Peter Alfred Gross is a German born artist currently living in Melbourne, Australia.

Peter Alfred Gross was born in Lubeck, Germany in 1953. His formative years were spent in the town of Kiel in Northern Germany.

In 1971 he left Kiel for London, England where he studied art and design at Hornsey College of Art and Central St. Martins. He left college in 1976 having won the prestigious Gold Medal (Masters) from the Royal Society of Arts.

In 1983 Peter moved to Australia. He has held over 70 so",198,143,0.513329,3.502605,1.797988,1.888264,0.090276,0.253149,MIXED
46180,louis henkin,REF,"louis henkin -lrb- november 11 , 1917 -- october 14 , 2010 -rrb- , widely considered one of the most influential contemporary scholars of international law and the foreign policy of the united states , was a former president of the american society of international law and of the american society for political and legal philosophy and university professor emeritus at columbia law school .
he was until his death the chairman of the center for the study of human rights at columbia university .",113,74,0.45615,3.585801,1.635663,1.709094,0.073432,0.214711,MIXED
46180,louis henkin,GEN,"Henkin, Louis, (1917-1990), professor of law at Columbia University, was born in New York City. He received his bachelor’s degree from the City College of New York in 1937; his master’s degree from Columbia University in 1940; and his law degree from Columbia University in 1942. He served in the U.S. Army from 1942 to 1946, receiving an honorable discharge in 1946. Henkin was a professor of law at Columbia University from 1947 to 1990. From 1961 to 1965 he was the vice-dean of the law school. He",198,111,0.476211,2.629817,1.252349,1.27806,0.025711,0.125342,MIXED
13133,thomas mccarthy,REF,"thomas mccarthy -lrb- 1832 -- september 23 , 1870 -rrb- was a quebec businessman and political figure .
he was a conservative member of the canadian house of commons representing richelieu from 1867 to 1870 .
he was born in county cork , ireland in 1832 , the son of john mccarthy , and came to canada in 1839 .
mccarthy was a shipbuilder in the sorel region in partnership with his brothers daniel and john .
he served on the council for sorel in 1860 , 1862 , 1863 and 1865 .
mccarthy died at sorel",192,118,0.481468,3.524184,1.696782,1.814289,0.117507,0.321047,ALIGNED
13133,thomas mccarthy,GEN,"Thomas McCarthy was born to a working-class, Irish Catholic family in New York City. His father was a firefighter and his mother a housewife. He grew up in the Bronx and attended public schools. After high school, he attended Hofstra University, where he studied history and religion. He then went on to earn a master’s degree in English from the University of Pennsylvania.Thomas McCarthy began his career as a journalist, working for several newspapers and magazines. He then moved into television,",200,104,0.556473,2.686767,1.495112,1.531711,0.036598,0.153723,MIXED
37431,tadeusz szeligowski,REF,"tadeusz szeligowski -lrb- 13 september 1896 - 10 january 1963 -rrb- was a polish composer , educator , lawyer and music organizer .
his works include the operas `` the rise of the scholars '' , `` krakatuk '' and `` theodor gentlemen '' , the ballets `` the peacock and the girl '' and `` mazepa ballets '' , two violin concertos , chamber and choral works .
as a music teacher he was very well established in vilnius , lublin , poznań and warsaw .
he was also a respected music writer who frequently",257,198,0.445174,4.037589,1.797431,1.948212,0.15078,0.290756,ALIGNED
37431,tadeusz szeligowski,GEN,"Tadeusz Szeligowski

Tadeusz Szeligowski was born on November 23, 1886, in Warsaw, Poland. He was a Polish-Lithuanian poet, essayist, translator, and literary critic. He was educated at the University of Warsaw, where he studied law and philosophy.

He began his career as a journalist, writing for the Warsaw daily newspaper Gazeta Warszawska. In 1906, he joined the editorial board of the literary magazine Zycie. He also published his first book of poetry, Zycie i smierc (Life and Death), which r",198,121,0.522863,2.783439,1.455356,1.493788,0.038432,0.13328,MIXED
53054,benjamin förster,REF,"benjamin förster -lrb- born november 14 , 1989 -rrb- is a german footballer who plays as a striker for sv elversberg .",42,33,0.519305,4.277203,2.221174,2.466645,0.245471,0.402771,ALIGNED
53054,benjamin förster,GEN,"Benjamin forster is an American businessman, investor, and former hedge fund manager. He founded and managed the forster company, a global investment firm that manages approximately $36 billion in assets on behalf of institutional investors around the world.

Forster was born in 1957 in the united states. He graduated from new york university with a degree in finance. After graduation, he worked as a financial analyst for a number of companies before founding his own investment firm in 1989.

Th",163,92,0.491552,2.886675,1.418949,1.438264,0.019314,0.072442,MIXED
57136,al jackson,REF,"alvin `` al '' jackson -lrb- born july 29 , 1943 -rrb- is an american former professional basketball player .
he played in the national basketball association for the cincinnati royals in two games at the start of the 1967 -- 68 season .
jackson started his collegiate career at central state university , but then transferred and played out the remainder of his college days at wilberforce university .",103,68,0.466677,3.608441,1.683975,1.889701,0.205726,0.477853,ALIGNED
57136,al jackson,GEN,"Al Jackson

Al Jackson Jr. was an American drummer born in Jackson, Mississippi, on April 10, 1935. He is best known for his work with Aretha Franklin, Al Green and Hi Records.

Jackson was born in Jackson, Mississippi, and lived there until he was 13, when his family moved to East Chicago, Indiana. He began playing drums at age 12, and in 1953 entered the United States Navy. He was stationed in Little Creek, Virginia, where he joined a military band. After his discharge, in 1958, he joined the ",200,139,0.526594,2.839809,1.495428,1.548462,0.053035,0.227368,MIXED
24847,harry smith,REF,"harry smith -lrb- born march 14 , 1907 ; died 1983 -rrb- was a former u.s. soccer full back .
smith earned two caps with the u.s. national team in 1928 .
the first came at the 1928 summer olympics when the u.s. lost to argentina 11-2 .
following this loss , the u.s. tied poland , 3-3 , on june 10 , 1928 .
at the time , he played for lighthouse f.c.",140,100,0.510932,3.568528,1.823274,1.906069,0.082794,0.196909,MIXED
24847,harry smith,GEN,"Harry Smith

Harry Smith was born in 1848. He was a famous American politician, inventor, and businessman. He was the founder of the National Cash Register Company (NCR).

Smith started his career as a self-taught engineer and inventor. He worked as a mechanic for several years before becoming a full-time inventor. In 1879, he invented the first cash register. This invention was a major breakthrough in the business world and revolutionized the way businesses conducted transactions.

Smith was al",198,114,0.490547,2.787312,1.367308,1.362448,-0.00486,-0.016103,MIXED
24397,rosemary kennedy,REF,"rose marie `` rosemary '' kennedy -lrb- september 13 , 1918 -- january 7 , 2005 -rrb- was the first daughter born to rose fitzgerald and joseph p. kennedy , sr. .
she was born with intellectual disabilities , though this remained a family secret for decades due to stigma .
she was the first sister of president john f. kennedy , and senators robert f. kennedy and ted kennedy .
she underwent a prefrontal lobotomy at age 23 , which left her permanently incapacitated .",145,85,0.501047,3.93979,1.974018,2.172721,0.198703,0.421313,ALIGNED
24397,rosemary kennedy,GEN,"Rosemary Kennedy

Rosemary Kennedy was born on September 15, 1918, in Brookline, Massachusetts, to Joseph and Rose Kennedy. She was the second of nine children, including John F. Kennedy, Robert F. Kennedy, and Eunice Kennedy Shriver. Rosemary was born with intellectual disabilities, and her parents sought the best care and education for her.

Despite her challenges, Rosemary was a beloved member of the Kennedy family and played an important role in her siblings' lives. She was especially close ",200,120,0.519519,2.4805,1.288668,1.299189,0.010521,0.061973,MIXED
48833,jorian edward forwood jenks,REF,"jorian edward forwood jenks -lrb- 1899 -- 20 august 1963 -rrb- was an english farmer , environmentalism pioneer and fascist .
he has been described as `` one of the most dominant figures in the development of the organic movement '' .",69,59,0.460857,4.798815,2.211567,2.402905,0.191338,0.400558,ALIGNED
